Customer ID,Marital_Status,Income_in_Thousands,Number_of_Children,Level_of_Education_,Age_Category_,Total_Spend,Number_Transactions,X$T_TwoStep
27848,Married,210,3,High School Graduate,50 - 64,31.505,18.5,Average Married No Kids
27848,Married,225,4,High School Graduate,50 - 64,37.805,19.8,Average Married No Kids
27848,Married,225,4,High School Graduate,50 - 64,37.805,19.8,Average Married No Kids
27849,Married,300,4,College Graduate,50 - 64,46.305,19.8,High Income Families
27849,Married,300,4,College Graduate,50 - 64,46.305,19.8,High Income Families
27849,Married,290,4,College Graduate,50 - 64,54.005,22.5,High Income Families
27849,Married,290,4,College Graduate,50 - 64,54.005,22.5,High Income Families
27857,Single,230,5,College Graduate,20-34,60.105,25.4,Young Starters
27865,Single,220,4,High School Graduate,50 - 64,34.605,17.2,Young Starters
27867,Married,275,4,College Graduate,50 - 64,39.08,20,High Income Families
27868,Married,215,4,College Graduate,50 - 64,43.33,19,High Income Families
27874,Single,300,5,Some College,20-34,42.66,30,Young Starters
27874,Single,300,5,Some College,20-34,42.66,30,Young Starters
27874,Married,113,2,Some High School,65 and up,13.987,13.2,Low Value Married No Kids
27874,Married,113,2,Some High School,65 and up,13.987,13.2,Low Value Married No Kids
27876,Married,154,3,High School Graduate,50 - 64,19.047,15.9,Average Married No Kids
27880,Married,145,3,High School Graduate,35 - 49,17.357,16.3,Average Married No Kids
27880,Married,145,3,High School Graduate,35 - 49,17.357,16.3,Average Married No Kids
27880,Married,210,3,High School Graduate,50 - 64,24.997,19,Average Married No Kids
27880,Married,210,3,High School Graduate,50 - 64,24.997,19,Average Married No Kids
27881,Married,161,3,High School Graduate,50 - 64,25.45,19.8,Average Married No Kids
27883,Single,200,5,High School Graduate,20-34,31.807,24.3,Young Starters
27885,Married,125,3,Some High School,35 - 49,16.24,15,Low Value Married No Kids
27885,Married,125,3,Some High School,35 - 49,16.24,15,Low Value Married No Kids
27885,Single,173,4,High School Graduate,50 - 64,22.527,19.5,Young Starters
27885,Single,173,4,High School Graduate,50 - 64,22.527,19.5,Young Starters
27894,Married,125,3,Some High School,65 and up,16.54,16,Low Value Married No Kids
27895,Married,200,4,College Graduate,50 - 64,22.605,19,High Income Families
27895,Married,200,4,College Graduate,50 - 64,22.605,19,High Income Families
27895,Married,153,3,High School Graduate,50 - 64,19.035,16,Average Married No Kids
27895,Married,153,3,High School Graduate,50 - 64,19.035,16,Average Married No Kids
27898,Single,210,4,College Graduate,20-34,27.56,21,Young Starters
27898,Single,210,4,College Graduate,20-34,27.56,21,Young Starters
27898,Single,170,4,High School Graduate,50 - 64,22.51,20,Young Starters
27898,Single,170,4,High School Graduate,50 - 64,22.51,20,Young Starters
27903,Married,185,3,Some High School,35 - 49,31.75,16.4,Low Value Married No Kids
27903,Married,185,3,Some High School,35 - 49,31.75,16.4,Low Value Married No Kids
27903,Married,221,4,High School Graduate,35 - 49,49.9,21.1,Average Married No Kids
27903,Married,221,4,High School Graduate,35 - 49,49.9,21.1,Average Married No Kids
27917,Married,302,4,College Graduate,50 - 64,82.6,21.1,High Income Families
27917,Married,302,4,College Graduate,50 - 64,82.6,21.1,High Income Families
27917,Married,275,4,College Graduate,50 - 64,69.7,23.2,High Income Families
27917,Married,275,4,College Graduate,50 - 64,69.7,23.2,High Income Families
27920,Married,190,3,Some High School,35 - 49,38.9,15.9,Low Value Married No Kids
27920,Married,190,3,Some High School,35 - 49,38.9,15.9,Low Value Married No Kids
27920,Married,185,3,Some High School,35 - 49,41,14,Low Value Married No Kids
27920,Married,185,3,Some High School,35 - 49,41,14,Low Value Married No Kids
27922,Married,215,3,High School Graduate,35 - 49,41.6,16.4,Average Married No Kids
27927,Single,215,4,High School Graduate,50 - 64,35.3,19,Young Starters
27927,Single,215,4,High School Graduate,50 - 64,35.3,19,Young Starters
27927,Married,302,4,College Graduate,50 - 64,85.5,23.2,High Income Families
27927,Married,302,4,College Graduate,50 - 64,85.5,23.2,High Income Families
27931,Married,126,3,Some High School,65 and up,13.499,13.2,Low Value Married No Kids
27932,Married,155,3,High School Graduate,35 - 49,20.39,15.9,Average Married No Kids
27936,Married,222,3,High School Graduate,35 - 49,26.249,18.5,Average Married No Kids
27937,Single,170,4,High School Graduate,20-34,29.299,21,Young Starters
27937,Single,170,4,High School Graduate,20-34,29.299,21,Young Starters
27937,Single,170,4,High School Graduate,50 - 64,26.399,20,Young Starters
27937,Single,170,4,High School Graduate,50 - 64,26.399,20,Young Starters
27939,Single,170,3,High School Graduate,20-34,17.89,19.4,Young Starters
27939,Single,170,3,High School Graduate,20-34,17.89,19.4,Young Starters
27939,Single,170,4,High School Graduate,20-34,22.799,19.4,Young Starters
27939,Single,170,4,High School Graduate,20-34,22.799,19.4,Young Starters
27948,Married,150,3,High School Graduate,35 - 49,18.145,15.2,Average Married No Kids
27948,Married,150,3,High School Graduate,35 - 49,18.145,15.2,Average Married No Kids
27948,Married,215,3,High School Graduate,,24.15,18,
27948,Married,215,3,High School Graduate,,24.15,18,
27950,Married,250,4,College Graduate,50 - 64,36.229,18.5,High Income Families
27950,Married,250,4,College Graduate,50 - 64,36.229,18.5,High Income Families
27950,Married,150,3,High School Graduate,35 - 49,18.27,15,Average Married No Kids
27950,Married,150,3,High School Graduate,35 - 49,18.27,15,Average Married No Kids
27951,Single,185,4,High School Graduate,50 - 64,25.345,25,Young Starters
27951,Single,185,4,High School Graduate,50 - 64,25.345,25,Young Starters
27951,Single,190,4,College Graduate,20-34,31.598,17.5,Young Starters
27951,Single,190,4,College Graduate,20-34,31.598,17.5,Young Starters
27959,Married,132,3,Some High School,35 - 49,16.08,16,Low Value Married No Kids
27959,Married,132,3,Some High School,35 - 49,16.08,16,Low Value Married No Kids
27959,Married,132,3,Some High School,35 - 49,12.64,12.5,Low Value Married No Kids
27959,Married,132,3,Some High School,35 - 49,12.64,12.5,Low Value Married No Kids
27960,Single,150,4,High School Graduate,50 - 64,18.85,20,Young Starters
27975,Married,253,3,High School Graduate,50 - 64,43,12,Average Married No Kids
27979,Married,150,3,High School Graduate,35 - 49,21.61,15,Average Married No Kids
27979,Married,150,3,High School Graduate,35 - 49,21.61,15,Average Married No Kids
27979,Married,175,3,High School Graduate,35 - 49,19.72,15.2,Average Married No Kids
27979,Married,175,3,High School Graduate,35 - 49,19.72,15.2,Average Married No Kids
27982,Married,200,3,College Graduate,35 - 49,25.31,16.8,Low Value Married No Kids
27983,Married,195,3,College Graduate,35 - 49,21.665,18,Low Value Married No Kids
27983,Married,195,3,College Graduate,35 - 49,21.665,18,Low Value Married No Kids
27983,Married,205,4,College Graduate,50 - 64,23.755,17.5,High Income Families
27983,Married,205,4,College Graduate,50 - 64,23.755,17.5,High Income Families
27990,Single,185,4,High School Graduate,50 - 64,25.635,25,Young Starters
27990,Single,185,4,High School Graduate,50 - 64,25.635,25,Young Starters
27990,Married,217,3,High School Graduate,50 - 64,41.43,17,Average Married No Kids
27990,Married,217,3,High School Graduate,50 - 64,41.43,17,Average Married No Kids
27996,Married,300,3,High School Graduate,50 - 64,71.02,17,High Income Families
27996,Married,300,3,High School Graduate,50 - 64,71.02,17,High Income Families
27996,Married,300,3,High School Graduate,50 - 64,74.97,17,High Income Families
27996,Married,300,3,High School Graduate,50 - 64,74.97,17,High Income Families
27997,Married,170,3,Some High School,50 - 64,33.12,18.5,Low Value Married No Kids
28001,Married,185,3,Some High School,50 - 64,26.1,16.9,Low Value Married No Kids
28006,Married,100,2,Some High School,65 and up,10.685,12.1,Low Value Married No Kids
28009,Married,100,2,Some High School,65 and up,12.535,12.1,Low Value Married No Kids
28015,Married,124,2,Some High School,65 and up,14.29,12.1,Low Value Married No Kids
28018,Married,137,3,Some High School,35 - 49,18.835,13.1,Low Value Married No Kids
28018,Married,137,3,Some High School,35 - 49,18.835,13.1,Low Value Married No Kids
28018,Married,137,3,Some High School,35 - 49,15.01,13.1,Low Value Married No Kids
28018,Married,137,3,Some High School,35 - 49,15.01,13.1,Low Value Married No Kids
28019,Married,165,3,High School Graduate,35 - 49,22.695,16.9,Average Married No Kids
28028,Single,165,3,High School Graduate,50 - 64,20.095,15.9,Young Starters
28028,Single,165,3,High School Graduate,50 - 64,20.095,15.9,Young Starters
28028,Married,120,2,Some High School,65 and up,13.108,13.2,Low Value Married No Kids
28028,Married,120,2,Some High School,65 and up,13.108,13.2,Low Value Married No Kids
28030,Married,133,3,Some High School,35 - 49,17.518,18.5,Low Value Married No Kids
28033,Married,210,3,High School Graduate,35 - 49,25.545,18.5,Average Married No Kids
28036,Married,140,2,Some High School,65 and up,16.875,14.5,Low Value Married No Kids
28048,Single,142,3,High School Graduate,50 - 64,11.528,15.1,Young Starters
28048,Single,142,3,High School Graduate,50 - 64,11.528,15.1,Young Starters
28048,Single,194,4,High School Graduate,50 - 64,22.368,20.9,Young Starters
28048,Single,194,4,High School Graduate,50 - 64,22.368,20.9,Young Starters
28050,Single,127,3,Some High School,35 - 49,16.888,15.3,Low Value Married No Kids
28050,Single,127,3,Some High School,35 - 49,16.888,15.3,Low Value Married No Kids
28050,Single,127,3,Some High School,35 - 49,16.888,15.3,Low Value Married No Kids
28050,Single,150,3,High School Graduate,50 - 64,22.288,18.5,Young Starters
28050,Single,150,3,High School Graduate,50 - 64,22.288,18.5,Young Starters
28050,Single,150,3,High School Graduate,50 - 64,22.288,18.5,Young Starters
28050,Single,230,5,College Graduate,20-34,51.728,25.4,Young Starters
28050,Single,230,5,College Graduate,20-34,51.728,25.4,Young Starters
28050,Single,230,5,College Graduate,20-34,51.728,25.4,Young Starters
28061,Married,115,3,Some High School,35 - 49,14.9,14.5,Low Value Married No Kids
28062,Married,115,3,Some High School,35 - 49,16.7,14.5,Low Value Married No Kids
28062,Married,115,3,Some High School,35 - 49,16.7,14.5,Low Value Married No Kids
28062,Married,150,3,Some High School,35 - 49,21.2,16.4,Low Value Married No Kids
28062,Married,150,3,Some High School,35 - 49,21.2,16.4,Low Value Married No Kids
28065,Married,115,3,Some High School,35 - 49,17.5,14.6,Low Value Married No Kids
28065,Married,115,3,Some High School,35 - 49,17.5,14.6,Low Value Married No Kids
28065,Married,115,3,Some High School,35 - 49,19.99,13.7,Low Value Married No Kids
28065,Married,115,3,Some High School,35 - 49,19.99,13.7,Low Value Married No Kids
28070,Married,115,3,Some High School,35 - 49,15.9,14.5,Low Value Married No Kids
28072,Married,160,3,Some High School,35 - 49,23.4,15.8,Low Value Married No Kids
28075,Married,160,3,Some High School,35 - 49,24.4,15.8,Low Value Married No Kids
28081,Married,168,3,High School Graduate,35 - 49,27.5,17.9,Average Married No Kids
28082,Married,168,3,High School Graduate,35 - 49,28.8,17.9,Average Married No Kids
28084,Married,236,4,Some High School,50 - 64,45.5,18.5,High Income Families
28085,Married,201,4,High School Graduate,50 - 64,36,21.1,Average Married No Kids
28087,Married,140,3,Some High School,35 - 49,21.5,13.2,Low Value Married No Kids
28093,Married,225,4,High School Graduate,35 - 49,28.4,17.2,Average Married No Kids
28095,Married,225,3,High School Graduate,35 - 49,28.4,17.2,Average Married No Kids
28099,Married,150,3,Some High School,35 - 49,23.99,16.4,Low Value Married No Kids
28099,Married,150,3,Some High School,35 - 49,23.99,16.4,Low Value Married No Kids
28099,Married,210,4,High School Graduate,50 - 64,42,18,Average Married No Kids
28099,Married,210,4,High School Graduate,50 - 64,42,18,Average Married No Kids
28101,Married,200,4,High School Graduate,50 - 64,33.95,18.5,Average Married No Kids
28103,Married,170,3,High School Graduate,35 - 49,26.99,16.6,Average Married No Kids
28103,Married,170,3,High School Graduate,35 - 49,26.99,16.6,Average Married No Kids
28103,Married,310,4,College Graduate,50 - 64,62,23.7,High Income Families
28103,Married,310,4,College Graduate,50 - 64,62,23.7,High Income Families
28104,Married,193,3,High School Graduate,50 - 64,33.4,16.6,Average Married No Kids
28107,Married,193,3,High School Graduate,50 - 64,38.9,18.5,Average Married No Kids
28108,Married,175,3,High School Graduate,35 - 49,21.975,17.5,Average Married No Kids
28108,Married,175,3,High School Graduate,35 - 49,21.975,17.5,Average Married No Kids
28108,Married,240,4,College Graduate,50 - 64,25.3,17.5,High Income Families
28108,Married,240,4,College Graduate,50 - 64,25.3,17.5,High Income Families
28111,Married,205,4,College Graduate,50 - 64,31.965,18.5,High Income Families
28111,Married,205,4,College Graduate,50 - 64,31.965,18.5,High Income Families
28111,Married,205,4,College Graduate,35 - 49,27.885,17.5,Low Value Married No Kids
28111,Married,205,4,College Graduate,35 - 49,27.885,17.5,Low Value Married No Kids
28118,Married,275,4,College Graduate,50 - 64,39.895,18.5,High Income Families
28119,Married,275,4,College Graduate,50 - 64,44.475,18.5,High Income Families
28120,Married,275,4,College Graduate,50 - 64,39.665,19,High Income Families
28124,Married,200,4,High School Graduate,50 - 64,31.01,18,Average Married No Kids
28125,Single,255,6,Some College,20-34,46.225,30,Young Starters
28126,Married,170,3,High School Graduate,35 - 49,16.535,15,Average Married No Kids
28126,Married,170,3,High School Graduate,35 - 49,16.535,15,Average Married No Kids
28126,Married,115,3,Some High School,35 - 49,13.26,14.3,Low Value Married No Kids
28126,Married,115,3,Some High School,35 - 49,13.26,14.3,Low Value Married No Kids
28130,Married,175,3,High School Graduate,35 - 49,18.89,16.6,Average Married No Kids
28130,Married,175,3,High School Graduate,35 - 49,18.89,16.6,Average Married No Kids
28130,Married,180,3,High School Graduate,35 - 49,19.39,17,Average Married No Kids
28130,Married,180,3,High School Graduate,35 - 49,19.39,17,Average Married No Kids
28133,Married,200,4,College Graduate,35 - 49,24.34,16.8,Low Value Married No Kids
28138,Married,345,3,Some College,50 - 64,45.705,19.1,High Income Families
28155,Married,120,2,Some High School,65 and up,13.96,13.2,Low Value Married No Kids
28161,Married,55,2,Some High School,19 or below,9.235,10.3,Low Value Married No Kids
28161,Married,55,2,Some High School,19 or below,9.235,10.3,Low Value Married No Kids
28161,Married,180,3,High School Graduate,35 - 49,18.89,17,Average Married No Kids
28161,Married,180,3,High School Graduate,35 - 49,18.89,17,Average Married No Kids
28162,Married,163,3,High School Graduate,50 - 64,19.84,15.9,Average Married No Kids
28164,Married,168,3,High School Graduate,50 - 64,24.495,16,Average Married No Kids
28166,Married,200,3,High School Graduate,35 - 49,22.245,17,Average Married No Kids
28169,Married,132,3,Some High School,35 - 49,16.48,16,Low Value Married No Kids
28169,Married,132,3,Some High School,35 - 49,16.48,16,Low Value Married No Kids
28169,Married,253,4,High School Graduate,50 - 64,28.34,17,Average Married No Kids
28169,Married,253,4,High School Graduate,50 - 64,28.34,17,Average Married No Kids
